Date,City,State,AreaType,School,Fatalities,Wounded,Dupe,Source,Desc
2/12/10,Huntsville,Alabama,,C,3,3,,Wikp,"2010 University of Alabama in Huntsville shooting: 44-year-old biology professor, Amy Bishop, killed the chairman of the biology department, 52-year-old Gopi K. Podila, and biology professors, 50-year-old, Maria Ragland Davis and 52-year-old Adriel D. Johnson. She also wounded biology professors, Luis Rogelio Cruz-Vera and Joseph G. Leahy, and staff assistant, Stephanie Monticciolo.[389]"
2/19/10,DeKalb,Illinois,urban,C,0,,TRUE,Pah,
2/19/10,DeKalb,Illinois,,C,0,1,,Wikp,"Less than a week after Northern Illinois University solemnly marked the second anniversary of a mass shooting on campus that claimed the lives of five students, the DeKalb school was the scene of further gun violence. 24-year-old NIU student, Brian Mulder, refused entry to 22-year-old Zachary R. Isaacman, when he had tried to follow a female resident into the Stevenson Residence Hall North, where they were living, because he was not a resident. Moments later, while outside the dorm smoking with a friend, Mulder was shot by Isaacman, with a handgun in the leg above the knee. Isaacman tried to flee, but was caught by police within minutes.[391]"
2/23/10,Littleton,Colorado,suburban,MS,0,,TRUE,Pah,
2/23/10,Littleton,Colorado,,MS,0,2,,Wikp,"At Deer Creek Middle School, 32-year-old Bruco Strong Eagle Eastwood opened fire from a rifle in a parking lot, and wounded two eighth-graders Reagan Webber and Matt Thieu, before being restrained by 57-year-old Math teacher, David Benke, and held until his arrest. The boy's wounds were critical for the four days following the shooting.[392] In October 2011, Eastwood was found not guilty by reason of insanity.[393][389]"
2/26/10,Tacoma,Washington,urban,ES,2,,,Pah,
3/9/10,Columbus,Ohio,urban,C,1,,TRUE,Pah,
3/9/10,Columbus,Ohio,,C,1,1,,Wikp,"51-year-old Ohio State University custodian, Nathaniel Brown, killed a co-worker and wounded another.[389]"
4/29/10,Portsmouth,Virginia,urban,HS,0,,,Pah,
5/18/10,South Gate,California,urban,HS,0,,,Pah,
8/31/10,Blountville,Tennessee,suburban,HS,1,,,Pah,
9/7/10,Detroit,Michigan,urban,HS,0,,,Pah,
9/8/10,Detroit,Michigan,,HS,0,2,,Wikp,"Two students were wounded in front of Mumford High School by 17-year-old Steven Jamal Hare. He was tried as an adult and charged with assault with intent to kill. In 2012, Hare was sentenced to 27 years in prison.[394]"
9/16/10,Moss Bluff,Louisiana,suburban,MS,1,,,Pah,
9/21/10,Columbia,South Carolina,urban,HS,0,,,Pah,
9/28/10,Austin,Texas,urban,C,1,,TRUE,Pah,
9/28/10,Austin,Texas,,C,1,0,,Wikp,"A 19-year-old sophomore student Colton Tooley, wielding an AK-47 and wearing a ski mask, opened fire and then killed himself in a University of Texas library[395]"
10/1/10,Salinas,California,urban,HS,1,,TRUE,Pah,
10/1/10,Salinas,California,,HS,1,0,,Wikp,15-year-old student Jose Daniel Cisneros was killed after being shot several times on an athletic field at Alisal High School while walking to school. Police said that the shooting was gang-related.[396]
10/3/10,Elizabeth City,North Carolina,suburban,C,1,,,Pah,
10/8/10,Carlsbad,California,urban,ES,0,,TRUE,Pah,
10/8/10,Carlsbad,California,,ES,0,2,,Wikp,"41-year-old Brendan O'Rourke climbed over a fence and opened fire with a handgun in a playground of Kelly Elementary School, which had 230 students; two second-grade female students were grazed in the arms before O'Rourke was subdued by a construction worker. He was found guilty of seven counts of attempted murder and was sentenced to 189 years to life in prison.[397]"
10/25/10,Selma,Alabama,suburban,ES,0,,,Pah,
11/29/10,Marinette,Wisconsin,suburban,HS,0,,TRUE,Pah,
11/29/10,Marinette,Wisconsin,,HS,1,0,,Wikp,"15-year-old Samuel Hengel, took 23 students and a teacher hostage inside a classroom of Marinette High School for five hours. He had stormed into the class, firing with a handgun at a movie projector. Police persuaded Hengel to release the hostages. After officers entered the building, Hengel shot himself in the head. He died the next day.[398]"
12/6/10,Aurora,Colorado,,HS,0,1,,Wikp,"In a gang-related attack outside Aurora Central High School, a 17-year-old girl was paralysed. She was one of a group of students outside the school. 20-year-old Luis Enrique Guzman-Rincon, had fired shots from a car trying to hit gang rivals. Guzman-Ricon was sentenced to thirty-five years in prison.[399]"
1/5/11,Omaha,Nebraska,urban,HS,1,,TRUE,Pah,
1/5/11,Omaha,Nebraska,,HS,2,2,,Wikp,"At Millard South High School, 18-year-old student, Robert Butler Jr., killed assistant principal Dr. Vicki Kaspar and wounded principal Curtis Case before opening fire at police in the front office area, causing the school nurse to be wounded by gunshot debris. Butler then drove to a parking lot and shot himself as police cornered him.[400]"
1/18/11,Los Angeles,California,urban,HS,0,,,Pah,
2/2/11,Placerville,California,suburban,ES,1,,,Pah,
2/14/11,Murfreesboro,Tennessee,urban,C,0,,,Pah,
2/23/11,Los Angeles,California,urban,C,1,,,Pah,
3/25/11,Martinsville,Indiana,suburban,MS,0,,TRUE,Pah,
3/25/11,Martinsville,Indiana,,MS,0,1,,Wikp,"Michael Phelps, a 15-year-old suspended student, returned to Martinsville West Middle School with a handgun. In the entrance of the school, Phelps shot 15-year-old Chance Jackson twice in the abdomen, critically wounding him. Phelps fled the school and dropped the handgun; he was arrested shortly after. Jackson had to undergo surgery three times to save his life; he suffers from post-traumatic stress disorder. Phelps was convicted of attempted murder in August 2011, and was sentenced to thirty years in prison and five years of probation.[401]"
3/31/11,Houston,Texas,urban,HS,1,,TRUE,Pah,
3/31/11,Houston,Texas,,HS,1,5,,Wikp,"Multiple gunmen opened fire during a powder puff football game at Worthing High School. One man, an 18-year-old former student named Tremaine De Ante’ Paul, died. Five other people were injured.[402]"
4/6/11,Opelika,Alabama,suburban,C,1,,,Pah,
4/13/11,Apopka,Florida,suburban,HS,0,,,Pah,
4/19/11,Houston,Texas,urban,ES,0,,,Pah,
5/23/11,Pearl City,Hawaii,suburban,MS,0,,TRUE,Pah,
5/23/11,Pearl City,Hawaii,,MS,0,1,,Wikp,"A 14-year-old male student is accused of firing a handgun on the campus of Highlands Intermediate School, wounding one student. The gunman was arrested on suspicion of attempted murder. Two other suspects were arrested in connection with the shooting.[403]"
8/26/11,Harper Woods,Michigan,suburban,HS,0,,,Pah,
10/24/11,Fayetteville,North Carolina,urban,HS,0,,TRUE,Pah,
10/24/11,Fayetteville,North Carolina,,HS,0,1,,Wikp,"Cape Fear High School shooting: 15-year-old Catilyn Abercrombie, was shot in the neck with a rifle by fellow student, 15-year-old Charles Underwood, at Cape Fear High School. She was hospitalized for two months in a serious condition. Underwood was arrested and charged with attempted murder. He was convicted of attempted first-degree murder and sentenced to fifteen years in prison.[404]"
11/15/11,Berkeley,California,urban,C,0,,,Pah,
12/8/11,Blacksburg,Virginia,urban,C,1,,TRUE,Pah,
12/8/11,Blacksburg,Virginia,,C,2,0,,Wikp,"22-year-old, Ross Truett Ashley, part-time business student at Radford University, killed a police officer engaged in an unrelated traffic stop on the campus of Virginia Tech, he then committed suicide in a nearby parking lot.[405]"
12/9/11,Edinburg,Texas,urban,MS,0,,TRUE,Pah,
12/9/11,Edinburg,Texas,,MS,0,2,,Wikp,"Two students were shot after school at Harwell Middle School in Edinburg, Texas while trying out for their school's basketball team. The shooting allegedly was done by an adult off campus, who was shooting at a target range.[406]"
1/4/12,Brownsville,Texas,urban,MS,0,,,Pah,
1/10/12,Houston,Texas,urban,HS,0,,TRUE,Pah,
1/10/12,Houston,Texas,,HS,0,1,,Wikp,"A student opened fire with a handgun at North Forest High School, wounding another student. The shooter said that he had been confronted by three students who had been bullying him and he shot in self-defense. He hit a 16-year-old bystander in the leg. The 18-year-old suspect was charged with aggravated assault with a deadly weapon.[407]"
2/10/12,Walpole,New Hampshire,suburban,ES,0,,,Pah,
2/22/12,Bremerton,Washington,urban,ES,0,,,Pah,
2/27/12,Chardon,Ohio,suburban,HS,3,,TRUE,Pah,
2/27/12,Chardon,Ohio,,HS,3,3,,Wikp,"Chardon High School shooting: 17-year-old Thomas ""T. J."" Lane, took a semi-automatic handgun and a knife to Chardon High School, where he fired ten shots at a group of students sitting in the cafeteria. He killed three boys and wounded three other students. One 16-year-old died immediately, two others died the following day. Lane was arrested early the next morning while standing near his car.[408] He was charged as an adult with murder, attempted murder, and firearms offenses. In March 2013, he was convicted and sentenced to three life sentences without the possibility of parole.[409]"
3/6/12,Jacksonville,Florida,urban,HS,1,,TRUE,Pah,
3/6/12,Jacksonville,Florida,,-,2,0,,Wikp,"A murder-suicide resulted in two deaths on the campus of the Episcopal School of Jacksonville. Shane Schumerth, a Spanish teacher who had been fired that morning returned to the campus in the early afternoon via a pedestrian entrance, armed with an AK-47 which he concealed in a guitar case. He entered the office of the Head of School, Dale Regan, and fired multiple shots, fatally wounding her. Schumerth then killed himself, in the office.[410]"
3/24/12,Starkville,Mississippi,suburban,C,1,,,Pah,
4/2/12,Oakland,California,urban,C,7,,TRUE,Pah,
4/2/12,Oakland,California,,C,7,3,,Wikp,"Oikos University shooting: 43-year-old One L. Goh, was accused of shooting dead seven students with a handgun and wounding three others at Oikos University, a Christian college. He fled the scene, stealing a victim's car, and was apprehended hours later nearby. Goh was charged with seven counts of murder. In January 2013, Goh was determined to be mentally unfit for trial and committed for treatment.[411]"
5/26/12,Chapel Hill,North Carolina,urban,ES,1,,,Pah,
8/16/12,Memphis,Tennessee,urban,HS,0,,TRUE,Pah,
8/16/12,Memphis,Tennessee,,HS,0,2,,Wikp,Two Hamilton High School students were wounded in the parking lot of the school. The attack was believed to be gang-related.[412]
8/27/12,Perry Hall,Maryland,suburban,HS,0,,TRUE,Pah,
8/27/12,Perry Hall,Maryland,,HS,0,1,,Wikp,"15-year-old Robert Gladden, fired two shots with a shotgun inside the cafeteria at Perry Hall School. He hit a 17-year-old senior in the lower back, causing critical wounds. The youth has Down syndrome. Gladden was subdued by two school faculty members, and arrested. In February 2013, he was sentenced to thirty-five years in prison on attempted murder charges.[413]"
9/7/12,Normal,Illinois,urban,HS,0,,TRUE,Pah,
9/7/12,Normal,Illinois,,HS,0,0,,Wikp,"A 14-year-old student fired multiple gunshots in a classroom ceiling at Normal Community High School, and was tackled by a teacher. Nobody was injured. The student was arrested and charged with sixteen felony counts.[414][415]"
9/12/12,Baltimore,Maryland,urban,C,0,,,Pah,
10/6/12,Mobile,Alabama,,C,1,0,,Wikp,"A University of South Alabama student, Gil Collar, was fatally shot by a campus police officer. Collar, 18, was at the time under the influence of a hallucinogenic, 25I-NBOMe. Acting erratically, he had repeatedly approached the police officer ""in a fighting stance"", while naked and unarmed. Officer Trevis Austin, equipped with pepper spray and a baton, felt his life was threatened and shot him, once through the chest.[416] Austin was cleared of any wrongdoing by the university.[417]"
10/19/12,Chicago,Illinois,,HS,1,0,,Wikp,"18-year-old Banner Academy South student, Terrance Wright, was killed during an attempted robbery. Wright was approached by five would-be robbers as he left the school about 3:40 p.m.. He was shot in the chest as he fought back when one assailant was going through his pockets. Wright had been picked on at his previous high school because he was gay, which led him to transfer to Banner.[418]"
10/31/12,Los Angeles,California,urban,C,0,,TRUE,Pah,
10/31/12,Los Angeles,California,,C,0,4,,Wikp,"At a Halloween party on the University of Southern California campus, an argument escalated and 20-year-old Brandon Spencer, used a handgun to shoot rival gang member, Geno Hall, seven times, critically wounding him. Spencer wounded three other people, none were students at USC, they were hospitalized with less serious injuries. Spencer was arrested just minutes after the shooting, which took place outside USC’s Grand Ballroom at around 11:30 p.m.[419] In April 2014, he was convicted of attempted murder and sentenced to forty years to life in prison.[420]"
11/30/12,Baltimore,Maryland,urban,C,0,,,Pah,
12/14/12,Newtown,Connecticut,suburban,ES,27,,TRUE,Pah,
12/14/12,Newtown,Connecticut,,ES,28,2,,Wikp,"Sandy Hook Elementary School shooting: 20-year-old Adam Lanza, killed twenty-six people and himself. He first killed his mother at their shared home before taking her guns and driving to the school. Lanza brought four guns with him. He killed twenty first-grade children aged six and seven during the attack at school, along with six adults, including four teachers, the principal, and the school psychologist. Two other persons were injured. Lanza then killed himself as police arrived at the school.[408][421]"
1/7/13,Fort Myers,Florida,urban,ES,1,,TRUE,Pah,
1/7/13,Fort Myers,Florida,,-,1,0,,Wikp,"Shots were fired at Apostolic Revival Center Christian School, leaving 27-year-old Kristopher Smith dead in what was believed to be a retaliation killing, possibly for his talking with police about a previous incident.[422][423]"
1/10/13,Taft,California,suburban,HS,0,,TRUE,Pah,
1/10/13,Taft,California,,HS,0,2,,Wikp,"16-year-old student, Bryan Oliver, entered a science classroom of Taft Union High School with a shotgun and opened fire, critically wounding 16-year-old student Bowe Cleveland. He shot at but missed another student. The classroom teacher Ryan Heber convinced Oliver, to drop his weapon. He was later arrested. On January 14, he was charged with two counts of attempted murder and assault with a firearm.[424] He was convicted and accepted a plea deal with a sentence of 27 years and 4 months.[425] According to the attorney[426] for the Cleveland family, they were not satisfied with the sentence."
1/12/13,Detroit,Michigan,,HS,0,1,,Wikp,A 16-year-old Osborn High School student is wounded after a basketball game.[424]
1/15/13,Hazard,Kentucky,suburban,C,3,,,Pah,
1/15/13,St. Louis,Missouri,urban,C,0,,TRUE,Pah,
1/15/13,St. Louis,Missouri,,C,0,2,,Wikp,"A 34-year-old gunman wounded an administrator in his office on the fourth floor of Stevens Institute of Business and Arts. The suspected gunman, Sean Johnson, a part-time student, wounded himself in a stairwell. Both the administrator and Johnson were hospitalized in stable conditions. Johnson was charged with three felony charges, including assault.[427][428]"
1/15/13,Hazard,Kentucky,,C,3,0,,Wikp,"Two people were killed and a third person was wounded at the parking lot of Hazard Community and Technical College.[429] The third victim, 12-year-old Taylor Cornett, died from her wounds the next day.[430] 21-year-old Dalton Lee Stidham, was arrested and charged with three counts of murder."
1/16/13,Chicago,Illinois,urban,C,0,,TRUE,Pah,
1/16/13,Chicago,Illinois,,C,1,0,,Wikp,"A 17-year-old boy, Tyrone Lawson, was killed in a parking lot of Chicago State University. The shooting happened after high school basketball games held on the campus, where Lawson had been a spectator. Police arrested two brothers, Michael McNabb, 33, and Brian Hewlett (under the alias Stephen Gilbert), 30 after the shooting and recovered a weapon.[424][431][432]"
1/22/13,Houston,Texas,urban,C,0,,TRUE,Pah,
1/22/13,Houston,Texas,,C,0,3,,Wikp,"Lone Star College–North Harris shooting: Outside Lone Star College–North Harris, two men got into an argument. One wounded the other. He also wounded a maintenance man, and accidentally shot himself in the leg. The shooter fled into the woods and was arrested hours later. The charges against the initial suspect were dropped and another man was arrested.[433]"
1/31/13,Phoenix,Arizona,urban,HS,0,,,Pah,
1/31/13,Atlanta,Georgia,urban,MS,0,,,Pah,
1/31/13,Phoenix,Arizona,,HS,0,0,,Wikp,"An argument between two rival gangs escalated to what police described as a ""gun battle"" at Cesar Chavez High School. Approximately fifteen shots were fired in the vicinity of people waiting to get into a scheduled boys' basketball game. No one was injured.[434]"
1/31/13,Atlanta,Georgia,,MS,0,2,,Wikp,"A 14-year-old male student was wounded at Price Middle School. The gunman, a 15-year-old student, was believed to be arguing with the other student before using a handgun to shoot him. A teacher was also wounded. Afterward, the gunman was disarmed by a school resource officer and arrested; police charged him with aggravated assault.[435][436]"
3/18/13,Orlando,Florida,urban,C,1,,TRUE,Pah,
3/18/13,Orlando,Florida,,C,1,0,,Wikp,"At the University of Central Florida, 30-year-old student James Oliver Seevakumaran pulled a fire alarm at the Tower One dormitory, to attract a crowd. He pointed a handgun at his roommate and threatened to shoot him in their room; he released the roommate, who ran out and called 9-1-1. Seevakumaran then fatally shot himself in the head. Authorities found an assault weapon, a couple hundred rounds of ammunition and four homemade bombs inside his backpack.[437]"
4/12/13,Christiansburg,Virginia,suburban,C,0,,,Pah,
4/12/13,Dublin,Virginia,,C,0,2,,Wikp,"New River Community College shooting incident: Two women were wounded during a shooting at the campus of New River Community College. 18-year-old Neil Allen MacInnis, was taken into custody. In June 2014, he was sentenced to 38 years in prison.[438]"
4/16/13,Grambling,Louisiana,suburban,C,0,,TRUE,Pah,
4/16/13,Grambling,Louisiana,,C,0,3,,Wikp,Three students were injured on the campus of Grambling State University.[439]
4/18/13,Cambridge,Massachusetts,urban,C,2,,TRUE,Pah,
4/18/13,Cambridge,Massachusetts,,C,2,1,,Wikp,"At the Massachusetts Institute of Technology, near Building 32, the Ray and Maria Stata Center, a campus police officer was shot multiple times and killed. The shooting was believed to be perpetrated by the suspects of the Boston Marathon bombings three days prior to this shooting. The two suspects were brothers Dzhokhar Tsarnaev and Tamerlan Tsarnaev. About three hours after the MIT shooting, Tamerlan died in a gunfight with police in Watertown, Massachusetts. Another officer was seriously wounded. Dzhokhar was arrested 18 hours afterward in Watertown, and was hospitalized in critical condition from a gunshot wound to the neck.[440]"
5/14/13,Birmingham,Alabama,urban,MS,0,,TRUE,Pah,
5/14/13,Birmingham,Alabama,,MS,0,0,,Wikp,"Allegedly responding to a student fight, a mother of a student fired a weapon on the campus of Ossie Ware Mitchell Middle School. No one was injured.[441]"
6/7/13,Santa Monica,California,urban,C,6,,TRUE,Pah,
6/7/13,Santa Monica,California,,C,6,4,,Wikp,"2013 Santa Monica shooting: 23-year-old John Zawahri, began a killing spree at his home. After killing his 55-year-old father, Samir ""Sam"" Zawahri, and 25-year-old brother, Chris Zawahri, he set the house ablaze. Dressed all in black with body armor and wielding an AR-15-type semi-automatic rifle, Zawahri carjacked 41-year-old Laura Siska, shooting 50-year-old Debra Fine, as she attempted to intervene, before forcing Siska to drive to Santa Monica College. Upon arriving on the college campus, Zawahri began shooting at passing vehicles, including a police car and a city bus, leaving three people with minor injuries. Zawahri next targeted a Ford Explorer, killing the driver, 68-year-old campus groundskeeper, Carlos Navarro Franco, and fatally wounding the passenger, his 26-year-old daughter Marcela Diaz-Franco, a student at the college, who died two days later. 68-year-old Margarita Gomez, who was collecting cans outside the library, died after being shot in the abdomen and chest. Zawahri opened fire on students who were trying to run away. It ended at the college library where he opened fire on students studying for finals, before being fatally wounded in an exchange of gunfire with responding police officers.[442]"
6/20/13,West Palm Beach,Florida,urban,HS,2,,,Pah,
8/20/13,Decatur,Georgia,suburban,ES,0,,TRUE,Pah,
8/20/13,Decatur,Georgia,,-,0,0,,Wikp,"Armed with an automatic rifle, 21-year-old Michael Brandon Hill fired six shots inside the front office of Ronald E. McNair Discovery Learning Academy. He barricaded himself in the office, where police returned fire. Nobody was injured. Children were evacuated. After talking with school bookkeeper, Antoinette Tuff in the front office, he was persuaded to surrender before anyone was hurt. Hill was arrested and charged.[443][444]"
8/23/13,Sardis,Mississippi,rural,HS,1,,TRUE,Pah,
8/23/13,Sardis,Mississippi,,HS,1,2,,Wikp,"15-year-old student, Roderick Bobo, was killed during a football game at North Panola High School in what was termed a gang-related shooting. Two others were injured in the shooting. Three men were charged as being responsible for the crime.[445]"
8/30/13,Winston-Salem,North Carolina,urban,HS,0,,TRUE,Pah,
8/30/13,Winston-Salem,North Carolina,,HS,0,1,,Wikp,"A 15-year-old male student was shot at Carver High School, at 2:30 p.m.. He was hospitalized with minor injuries.[443] An 18-year-old male student was apprehended without further incident. The suspected gunman is charged with assault with a deadly weapon inflicting serious injury, carrying a concealed gun, possessing and discharging a firearm, and carrying a firearm onto educational property. The shooting was believed related to a dispute between the suspect and the victim.[446]"
10/4/13,Pine Hills,Florida,urban,HS,0,,TRUE,Pah,
10/4/13,Pine Hills,Florida,,HS,0,2,,Wikp,"A 16-year-old student was shot in the hip outside Agape Christian Academy after a fight broke out at 2 p.m.. An innocent bystander was hit by a stray bullet or shrapnel. The two victims were treated for minor injuries. The suspected shooter reportedly fled in a car with several other males, and was not caught.[447]"
10/21/13,Sparks,Nevada,urban,MS,2,,TRUE,Pah,
10/21/13,Sparks,Nevada,,MS,2,2,,Wikp,"12-year-old seventh-grade student Jose Reyes opened fire with a handgun at the basketball courts of Sparks Middle School, injuring one student in the shoulder. Michael Landsberry, a teacher and veteran, tried to intervene and was killed by Reyes. Reyes also wounded a student trying to help the teacher. Reyes then committed suicide by shooting himself in the head.[408][443] The shooting happened before classes, and the school was evacuated and was closed for the week.[448]"
11/2/13,Greensboro,North Carolina,urban,C,0,,TRUE,Pah,
11/2/13,Greensboro,North Carolina,,C,0,1,,Wikp,A 21-year-old student was wounded at North Carolina A&T State University. The victim was hospitalized for serious but non-life-threatening injuries. The university was temporarily locked down that night. No suspects are in custody.[449]
11/3/13,Lithonia,Georgia,rural,HS,0,,TRUE,Pah,
11/3/13,Lithonia,Georgia,,HS,0,2,,Wikp,A Stephenson High School student and a janitor were shot in an apparent confrontation between football team members and a group of teens who were not attending the school. Both were innocent bystanders.[450]
11/13/13,Pittsburgh,Pennsylvania,urban,HS,0,,TRUE,Pah,
11/13/13,Pittsburgh,Pennsylvania,,HS,0,3,,Wikp,"After classes ended, at least one gunman came out of the woods and opened fire on three students as they were walking to their cars at Brashear High School. One student was grazed in the head, another was struck in the neck and shoulder, and a third was hit in the leg and foot. Six people were taken into custody. The shooting is believed to be drug-related.[451]"
12/4/13,Winter Garden,Florida,suburban,HS,0,,TRUE,Pah,
12/4/13,Winter Garden,Florida,,HS,0,1,,Wikp,"A 15-year-old student was wounded by a 17-year-old student near a soccer field on the campus of West Orange High School. The shooting occurred after a fight broke out between the two students. The 17-year-old suspected shooter was taken into custody several miles away from the school, and is charged with attempted murder, aggravated battery with a firearm, possession of a firearm by a minor and possession of a firearm on school grounds. In October 2014, the shooter was sentenced to twenty-five years in prison.[452]"
12/13/13,Centennial,Colorado,suburban,HS,2,,TRUE,Pah,
12/13/13,Centennial,Colorado,,HS,2,0,,Wikp,"18-year-old Karl Pierson, shot 17-year-old student Claire Davis in the head, fatally injuring her, in a hallway in Arapahoe High School. Pierson then took his own life.[408] Pierson was armed with a shotgun, three Molotov cocktails, and a machete. His intention was to shoot the librarian who had disciplined him. Claire Davis died from her injuries on December 21, 2013.[453]"
12/19/13,Fresno,California,urban,HS,0,,TRUE,Pah,
12/19/13,Fresno,California,,HS,0,1,,Wikp,"Four teens (16, 16, 16 and 17 years old) entered Edison High School in what was believed as a gang-initiation process. After accosting a 62-year-old woman about a mile away from school grounds, they found an athletic trainer who taught at Edison High and shot him several times in the leg and stomach.[454]"
1/9/14,Jackson,Tennessee,,HS,0,1,,Wikp,A 16-year-old student was charged with bringing a gun to school at Liberty Technology Magnet High School and shooting a classmate in the thigh. The incident occurred outside the front of the school.[455]
1/13/14,New Haven,Connecticut,,HS,0,1,,Wikp,"A 14-year-old boy was shot outside of a basketball game at the Hillhouse High School athletic facility, suffering wounds in his hand and leg.[cite]"
1/14/14,Roswell,New Mexico,,MS,0,3,,Wikp,"Two people were wounded inside the gymnasium of Berrendo Middle School, at about 8:10 a.m.. An 11-year-old boy and a 13-year-old girl were airlifted to a hospital in Lubbock, Texas in critical condition. The 12-year-old suspected shooter, Mason Campbell, a seventh grade student, was apprehended at the scene after he was talked down by a staff member and dropped the shotgun. A staff member received minor injuries. Campbell was charged with three counts of aggravated battery with a deadly weapon. He was sentenced to a maximum sentence of confinement in a juvenile detention facility until he is twenty one years old.[456]"
1/17/14,Philadelphia,Pennsylvania,,HS,0,2,,Wikp,"A student allegedly shot two other students in the gymnasium at Delaware Valley Charter School. Both victims, a male and a female, were shot in the arm. They were taken to a nearby hospital and are in stable condition, police say. Police Commissioner Charles Ramsey said at a news conference that the shooter ran out of the school after the shooting but was taken into custody near his home. 17-year-old Raisheem Rochwell was arrested and charged as an adult for aggravated assault, recklessly endangering another person and firearms offenses. Rochwell was sentenced to two years of juvenile detention.[457]"
1/20/14,Chester,Pennsylvania,,C,0,1,,Wikp,One person was critically injured at Widener University. The incident occurred around 10 p.m. outside the university sport’s complex and led to an 8-hour university lock-down. The suspect was not immediately found.[458]
1/21/14,West Lafayette,Indiana,,C,1,0,,Wikp,"A 21-year-old student, Andrew Boldt, was killed in a classroom building on the campus of Purdue University. 24-year-old student Cody Cousins was found guilty of the murder and was sentenced to sixty-five years of prison. In October 2014, Cousins committed suicide in his cell.[459]"
1/24/14,Orangeburg,South Carolina,,C,1,0,,Wikp,A 20-year-old student was killed at South Carolina State University. A 19-year-old was arrested and charged with murder.[460]
1/25/14,Los Angeles,California,,C,1,0,,Wikp,A man was killed at Los Angeles Valley College. Two suspects were arrested in the fatal shooting.[461]
1/27/14,Carbondale,Illinois,,HS,0,1,,Wikp,A group of students at Rebound High School got in an argument in the school's parking lot. One student pulled out a gun and shot another student in the ensuing altercation. An 18-year-old suspect is facing charges of attempted murder.[462]
1/28/14,Nashville,Tennessee,,C,0,1,,Wikp,One student was shot in the leg in an apparent altercation over a gambling debt at Tennessee State University.[463]
1/30/14,Palm Bay,Florida,,C,0,1,,Wikp,Three students were fighting in a parking lot of Eastern Florida State College and one pulled out a gun and shot another of the students. All three students claimed self-defense.[464]
1/31/14,Des Moines,Iowa,,HS,0,1,,Wikp,"After a basketball game at North High School, there was gunfire in a parking lot of the school. Six males in a black jeep had come moments before the shooting and returned at the time it happened. A 15-year-old girl was injured by a ricocheting bullet. While officers were gaining control of the area, teachers on the scene led students into the school building for safety.[465]"
2/10/14,Salisbury,North Carolina,,HS,0,1,,Wikp,"A 16-year-old student was shot in the stomach on the campus of Salisbury High School during a dispute in the school gym. 17-year-old suspect was charged with assault with a deadly weapon with intent to kill inflicting serious injury, possession of a firearm on school property and discharging a weapon on school property.[466]"
2/10/14,Lyndhurst,Ohio,,HS,0,0,,Wikp,"Five shots were fired in the parking lot of Charles F. Brush High School, including one which hit an unoccupied police car. No one was reported to be injured, though a school basketball game was going on at the time.[467]"
2/12/14,Los Angeles,California,,C,0,1,,Wikp,A male victim was shot in the back in a possible gang-related drive-by shooting near the University of Southern California. The suspect fled into the University Campus. The victim was last reported in stable condition before being transported to a local hospital.[468]
2/22/14,Augusta,Georgia,,C,0,1,,Wikp,"A shooting involving a campus police officer occurred at a Georgia Regents University dormitory complex. A male suspect entered a vehicle and nearly struck an officer, who opened fire. The suspect was taken to Georgia Regents Medical Center with injuries that were not believed to be critical.[469]"
3/12/14,Miami,Florida,,ES,1,0,,Wikp,An elementary school teacher was killed outside The Academy of Knowledge Preschool by her husband.
3/25/14,College Park,Georgia,,HS,0,0,,Wikp,"An argument between students led to shots being fired in a Benjamin Banneker High Schoolparking lot during the afternoon. Investigators believe multiple people were present when shots were fired, but it was not known how many could face charges for the incident. No one was injured in the shooting.[470]"
4/9/14,Greenville,North Carolina,,HS,0,0,,Wikp,"Just after the lunch hour, at D. H. Conley High School, a car drove past the school and witnesses said an occupant reached out of a car window and fired shots in the direction of the school. This incident occurred on Worthington and Tull Roads, directly in front of the school. No one was injured.[471]"
4/11/14,Detroit,Michigan,,HS,1,0,,Wikp,"After a Friday evening student awards ceremony called ""Grammy Night"", four men who were affiliated with a gang fired into a crowd in the parking lot of East English Village Preparatory Academy. One 19-year-old, Darryl Smith, was fatally shot in the head. Smith was not a student at the academy.[472]"
5/4/14,Augusta,Georgia,,C,0,1,,Wikp,"Two men fired shots inside a dormitory at Paine College on Sunday, injuring one student in the head. Neither of the suspects were students at the college.[473]"
5/5/14,Augusta,Georgia,,C,0,1,,Wikp,An active shooter situation was reported at Paine College on Monday with one person reported to be shot. The suspect was apparently apprehended and in custody. It was the second shooting incident to occur at the college campus in two days.[474]
5/8/14,Lawrenceville,Georgia,,C,0,1,,Wikp,"A person was shot on a student parking lot roof at Georgia Gwinnett College, receiving an injury. The specific cause has not been identified.[475]"
